JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,15/06/2024,19:33:44,N,N,Clear,30,17,Scooter,True
Elm Avenue/Rabbit Road,15/06/2024,19:07:53,S,E,Clear,30,8,Bicycle,False
Elm Avenue/Rabbit Road,15/06/2024,19:53:42,E,N,Clear,30,1,Car,False
Hanley Highway/Westway,15/06/2024,19:01:56,NW,SE,Clear,20,10,Buss,False
Hanley Highway/Westway,15/06/2024,19:41:21,SW,NW,Clear,20,17,Car,False
Hanley Highway/Westway,15/06/2024,19:56:27,SE,SE,Clear,20,17,Car,False
Hanley Highway/Westway,15/06/2024,19:55:21,SW,NW,Clear,20,16,Van,True
Hanley Highway/Westway,15/06/2024,19:05:36,NW,NW,Clear,20,13,Van,False
Hanley Highway/Westway,15/06/2024,19:45:54,NW,NW,Clear,20,3,Bicycle,False
Hanley Highway/Westway,15/06/2024,19:09:54,SW,NW,Clear,20,27,Truck,False
Hanley Highway/Westway,15/06/2024,19:58:39,SE,SE,Clear,20,1,Van,False
Hanley Highway/Westway,15/06/2024,19:14:02,NW,SE,Clear,20,26,Buss,True
Hanley Highway/Westway,15/06/2024,19:44:35,SW,NW,Clear,20,24,Bicycle,True
Hanley Highway/Westway,15/06/2024,19:58:30,NE,NE,Clear,20,19,Scooter,True
Hanley Highway/Westway,15/06/2024,19:41:33,SW,SE,Clear,20,14,Motorcycle,False
Hanley Highway/Westway,15/06/2024,19:10:17,NW,SW,Clear,20,27,Car,True
Hanley Highway/Westway,15/06/2024,19:04:15,NW,NW,Clear,20,9,Motorcycle,False
Hanley Highway/Westway,15/06/2024,19:45:36,SW,SE,Clear,20,23,Bicycle,False
Hanley Highway/Westway,15/06/2024,19:17:21,NW,NW,Clear,20,22,Scooter,True
Hanley Highway/Westway,15/06/2024,19:30:36,SW,SW,Clear,20,2,Bicycle,True
Hanley Highway/Westway,15/06/2024,19:09:20,NE,NW,Clear,20,17,Scooter,True
Hanley Highway/Westway,15/06/2024,19:33:13,SW,SW,Clear,20,8,Van,True
Hanley Highway/Westway,15/06/2024,19:45:23,NW,SE,Clear,20,21,Van,True
Hanley Highway/Westway,15/06/2024,19:45:26,SW,SW,Clear,20,9,Scooter,True
Hanley Highway/Westway,15/06/2024,19:55:54,NW,SE,Clear,20,6,Van,False
Hanley Highway/Westway,15/06/2024,19:22:53,SW,NW,Clear,20,17,Bicycle,False
Hanley Highway/Westway,15/06/2024,19:00:31,SW,NW,Clear,20,19,Motorcycle,False
Hanley Highway/Westway,15/06/2024,19:29:28,SW,SW,Clear,20,14,Bicycle,True
Hanley Highway/Westway,15/06/2024,19:29:11,NW,SW,Clear,20,2,Bicycle,False
Hanley Highway/Westway,15/06/2024,19:13:47,SW,SW,Clear,20,23,Car,False
Hanley Highway/Westway,15/06/2024,19:26:53,SW,SW,Clear,20,15,Car,True
Hanley Highway/Westway,15/06/2024,19:53:41,SW,NW,Clear,20,24,Car,False
Hanley Highway/Westway,15/06/2024,19:28:18,SW,SE,Clear,20,3,Van,False
Hanley Highway/Westway,15/06/2024,19:04:24,NW,NW,Clear,20,22,Bicycle,False
Hanley Highway/Westway,15/06/2024,19:09:00,SE,NE,Clear,20,6,Buss,False
Elm Avenue/Rabbit Road,15/06/2024,20:07:52,S,E,Clear,30,16,Bicycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:29:44,N,E,Clear,30,9,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,20:37:42,N,W,Clear,30,6,Car,False
Elm Avenue/Rabbit Road,15/06/2024,20:32:33,N,E,Clear,30,10,Motorcycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:42:56,E,S,Clear,30,32,Motorcycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:07:37,E,N,Clear,30,7,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,20:45:02,S,S,Clear,30,18,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,20:40:07,W,N,Clear,30,7,Bicycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:10:57,S,E,Clear,30,27,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,20:17:17,E,S,Clear,30,28,Van,False
Elm Avenue/Rabbit Road,15/06/2024,20:43:03,W,S,Clear,30,17,Van,False
Elm Avenue/Rabbit Road,15/06/2024,20:07:58,W,N,Clear,30,19,Bicycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:58:02,W,W,Clear,30,16,Car,False
Elm Avenue/Rabbit Road,15/06/2024,20:34:31,N,N,Clear,30,1,Car,True
Elm Avenue/Rabbit Road,15/06/2024,20:52:50,S,S,Clear,30,1,Bicycle,True
Elm Avenue/Rabbit Road,15/06/2024,20:35:12,E,N,Clear,30,10,Car,False
Elm Avenue/Rabbit Road,15/06/2024,20:56:08,N,N,Clear,30,16,Bicycle,False
Elm Avenue/Rabbit Road,15/06/2024,20:04:08,E,N,Clear,30,12,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,20:24:39,N,N,Clear,30,15,Bicycle,False
Elm Avenue/Rabbit Road,15/06/2024,20:17:57,E,S,Clear,30,11,Car,False
Elm Avenue/Rabbit Road,15/06/2024,20:48:15,S,E,Clear,30,6,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,20:01:43,S,E,Clear,30,12,Van,True
Elm Avenue/Rabbit Road,15/06/2024,20:54:59,W,N,Clear,30,29,Car,False
Hanley Highway/Westway,15/06/2024,20:15:36,SW,NW,Clear,20,19,Truck,False
Hanley Highway/Westway,15/06/2024,20:29:54,SW,SE,Clear,20,15,Van,True
Hanley Highway/Westway,15/06/2024,20:23:38,NE,NW,Clear,20,19,Van,False
Hanley Highway/Westway,15/06/2024,20:33:35,NE,SE,Clear,20,22,Motorcycle,False
Hanley Highway/Westway,15/06/2024,20:04:34,NE,NW,Clear,20,13,Truck,False
Hanley Highway/Westway,15/06/2024,20:59:38,SW,NW,Clear,20,8,Scooter,True
Hanley Highway/Westway,15/06/2024,20:40:45,SE,SE,Clear,20,25,Motorcycle,False
Hanley Highway/Westway,15/06/2024,20:07:32,SW,SE,Clear,20,21,Bicycle,False
Hanley Highway/Westway,15/06/2024,20:47:17,SW,NW,Clear,20,20,Truck,False
Hanley Highway/Westway,15/06/2024,20:49:37,NE,NW,Clear,20,1,Scooter,True
Hanley Highway/Westway,15/06/2024,20:34:47,SW,NW,Clear,20,4,Motorcycle,False
Hanley Highway/Westway,15/06/2024,20:27:08,NW,NW,Clear,20,3,Bicycle,False
Hanley Highway/Westway,15/06/2024,20:41:14,SW,SE,Clear,20,12,Scooter,True
Hanley Highway/Westway,15/06/2024,20:51:29,SE,NE,Clear,20,15,Truck,False
Hanley Highway/Westway,15/06/2024,20:30:14,SW,SW,Clear,20,2,Van,False
Hanley Highway/Westway,15/06/2024,20:12:19,NE,NW,Clear,20,26,Car,True
Hanley Highway/Westway,15/06/2024,20:17:18,SE,NE,Clear,20,25,Truck,False
Hanley Highway/Westway,15/06/2024,20:48:33,NW,NW,Clear,20,21,Scooter,True
Hanley Highway/Westway,15/06/2024,20:15:23,SW,SE,Clear,20,24,Buss,False
Hanley Highway/Westway,15/06/2024,20:29:56,SW,SW,Clear,20,8,Bicycle,True
Hanley Highway/Westway,15/06/2024,20:07:58,SW,NW,Clear,20,8,Van,False
Hanley Highway/Westway,15/06/2024,20:42:13,SW,NW,Clear,20,8,Truck,False
Hanley Highway/Westway,15/06/2024,20:05:58,SW,SE,Clear,20,20,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,21:26:09,S,W,Clear,30,6,Scooter,True
Elm Avenue/Rabbit Road,15/06/2024,21:50:55,S,W,Clear,30,1,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:48:40,N,E,Clear,30,7,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:06:31,N,N,Clear,30,33,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:18:17,S,E,Clear,30,6,Scooter,True
Elm Avenue/Rabbit Road,15/06/2024,21:45:14,S,W,Clear,30,16,Car,False
Elm Avenue/Rabbit Road,15/06/2024,21:41:49,E,N,Clear,30,11,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:53:17,N,W,Clear,30,4,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:35:05,W,S,Clear,30,4,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,21:30:20,E,S,Clear,30,19,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,21:41:52,W,W,Clear,30,6,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,21:56:48,W,W,Clear,30,29,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,21:32:49,W,S,Clear,30,26,Buss,True
Elm Avenue/Rabbit Road,15/06/2024,21:18:46,N,N,Clear,30,14,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:39:01,S,S,Clear,30,33,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,21:12:51,E,N,Clear,30,3,Car,True
Elm Avenue/Rabbit Road,15/06/2024,21:16:40,N,N,Clear,30,29,Car,False
Elm Avenue/Rabbit Road,15/06/2024,21:17:40,E,E,Clear,30,8,Buss,False
Elm Avenue/Rabbit Road,15/06/2024,21:03:08,N,W,Clear,30,13,Scooter,True
Hanley Highway/Westway,15/06/2024,21:11:37,SW,NW,Clear,20,1,Car,False
Hanley Highway/Westway,15/06/2024,21:35:40,SW,SE,Clear,20,7,Car,False
Hanley Highway/Westway,15/06/2024,21:32:15,SW,NW,Clear,20,27,Van,True
Hanley Highway/Westway,15/06/2024,21:38:38,SW,NW,Clear,20,11,Van,True
Hanley Highway/Westway,15/06/2024,21:57:59,SW,SW,Clear,20,2,Bicycle,True
Hanley Highway/Westway,15/06/2024,21:29:30,SW,NW,Clear,20,15,Car,True
Hanley Highway/Westway,15/06/2024,21:54:56,NW,SW,Clear,20,27,Car,True
Hanley Highway/Westway,15/06/2024,21:08:07,NW,NW,Clear,20,3,Motorcycle,False
Hanley Highway/Westway,15/06/2024,21:37:09,SW,SE,Clear,20,8,Car,False
Hanley Highway/Westway,15/06/2024,21:23:08,SE,SW,Clear,20,5,Bicycle,True
Hanley Highway/Westway,15/06/2024,21:50:21,NW,NW,Clear,20,21,Bicycle,True
Hanley Highway/Westway,15/06/2024,21:01:25,SE,SW,Clear,20,24,Motorcycle,True
Hanley Highway/Westway,15/06/2024,21:14:20,NW,SW,Clear,20,14,Scooter,True
Hanley Highway/Westway,15/06/2024,21:58:51,SW,SE,Clear,20,2,Scooter,True
Hanley Highway/Westway,15/06/2024,21:56:09,SW,SW,Clear,20,2,Car,True
Hanley Highway/Westway,15/06/2024,21:22:43,NE,SE,Clear,20,10,Car,False
Elm Avenue/Rabbit Road,15/06/2024,22:16:35,N,W,Overcast,30,34,Buss,False
Elm Avenue/Rabbit Road,15/06/2024,22:07:12,N,N,Overcast,30,21,Truck,False
Elm Avenue/Rabbit Road,15/06/2024,22:19:09,N,W,Overcast,30,11,Motorcycle,False
Elm Avenue/Rabbit Road,15/06/2024,22:17:00,S,W,Overcast,30,16,Car,False
Elm Avenue/Rabbit Road,15/06/2024,22:29:29,E,S,Overcast,30,4,Buss,False
Elm Avenue/Rabbit Road,15/06/2024,22:35:22,S,S,Overcast,30,30,Motorcycle,True
Hanley Highway/Westway,15/06/2024,22:51:15,SW,SE,Overcast,20,23,Scooter,True
Hanley Highway/Westway,15/06/2024,22:00:53,SW,NW,Overcast,20,24,Bicycle,True
Hanley Highway/Westway,15/06/2024,22:54:13,NW,SW,Overcast,20,13,Scooter,True
Hanley Highway/Westway,15/06/2024,22:05:34,SW,SE,Overcast,20,22,Scooter,True
Hanley Highway/Westway,15/06/2024,22:04:32,NW,NW,Overcast,20,11,Bicycle,False
Hanley Highway/Westway,15/06/2024,22:05:52,SW,SW,Overcast,20,1,Car,False
Hanley Highway/Westway,15/06/2024,22:17:26,SW,SE,Overcast,20,23,Car,False
Hanley Highway/Westway,15/06/2024,22:08:47,SW,SE,Overcast,20,6,Buss,False
Elm Avenue/Rabbit Road,15/06/2024,23:33:08,S,S,Overcast,30,7,Car,False
Elm Avenue/Rabbit Road,15/06/2024,23:51:20,N,N,Overcast,30,21,Van,False
Elm Avenue/Rabbit Road,15/06/2024,23:16:49,E,S,Overcast,30,33,Scooter,True
Elm Avenue/Rabbit Road,15/06/2024,23:03:29,N,W,Overcast,30,17,Bicycle,False
Hanley Highway/Westway,15/06/2024,23:06:18,NE,NW,Overcast,20,9,Van,False
Hanley Highway/Westway,15/06/2024,23:52:13,SW,SE,Overcast,20,5,Bicycle,True
Hanley Highway/Westway,15/06/2024,23:30:44,SW,SE,Overcast,20,4,Bicycle,True
Hanley Highway/Westway,15/06/2024,23:44:08,SW,SW,Overcast,20,21,Van,True
Hanley Highway/Westway,15/06/2024,23:52:06,NW,SW,Overcast,20,15,Truck,False
Hanley Highway/Westway,15/06/2024,23:15:51,NW,NW,Overcast,20,27,Bicycle,False
Hanley Highway/Westway,15/06/2024,23:09:41,SW,SW,Overcast,20,1,Truck,False
Hanley Highway/Westway,15/06/2024,23:14:07,SW,SE,Overcast,20,3,Van,True
